Hansard document url,wā,title,section number,utterance number,ingoa kaikōrero,is Māori (%),kōrero waenga
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",1,122,Murray Smith,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",4,77,Rodney Hide,100.0,Sure.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",4,80,The ASSISTANT SPEAKER (H V Ross Robertson),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",4,113,Murray Smith,66.66666666666666,You are wrong.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",16,19,Hon Steve Maharey,66.66666666666666,No one cares.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",16,23,Hon Damien O'Connor,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",17,131,Katherine Rich,100.0,None?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030403/volume-607-week-20-tuesday-1-april-2003-continued-on,01-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 1 April 2003(continued on
 Thursday, 3 April 2003)  ",17,230,Larry Baldock,100.0,We are.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030408/volume-607-week-21-tuesday-8-april-2003,08-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 8 April 2003  ",3,190,Hon LIANNE DALZIEL,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030408/volume-607-week-21-tuesday-8-april-2003,08-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 8 April 2003  ",3,209,Hon PETE HODGSON (Minister of Energy),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030408/volume-607-week-21-tuesday-8-april-2003,08-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 8 April 2003  ",10,24,PITA PARAONE (NZ First),98.14814814814815,"Tēnā koe e te Heamana. I mua i te haere tonu o tēnei tū, e mihi kau ana ki a koutou Ngāti Ruanui, nā te mea ko tēnei te wā tuatahi e tū ana au i roto i tēnei kaupapa. Nā reira, koia nei te take e mihi atu ki a koutou. He mihi hoki ki ērā o ngā whanaunga, karanga maha i hinga atu, ā, i tēnei wā ka hoki te mahara ki Maui Prime. Ko ia tētahi i whaka tīmata mai i tēnei kaupapa. Nā reira i te pō nei, kua pūawai. Nā reira, e mihi kau ana ki a rātou."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",2,5,Hon Bill English,60.0,You are the Prime Minister.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",2,10,Rt Hon HELEN CLARK,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",2,186,Hon Dr Nick Smith,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",15,71,Hon Georgina te Heuheu,100.0,No!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",15,164,Hon DOVER SAMUELS (Minister of State),100.0,Kia ora tātou. Kei te mihi atu ki a koe te Kaiwhakahaere ō tēnei wāhanga mō te pire e pā ana ki a tātou te iwi Māori.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",16,5,Hon Member,66.66666666666666,The member has a Māori name.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",16,49,STEVE CHADWICK (NZ Labour—Rotorua),83.33333333333334,Te Aratuku Whakaata Irirangi Māori Act 2003.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",16,79,Sue Kedgley,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030409/volume-607-week-21-wednesday-9-april-2003,09-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 9 April 2003  ",16,139,Hon Dover Samuels,100.0,"No, no."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030410/volume-607-week-21-thursday-10-april-2003,10-Apr-2003  ,"Parliamentary Debates (Hansard) for Thursday, 10 April 2003  ",5,137,Hon Bill English,66.66666666666666,"No, here tomorrow."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030429/volume-608-week-22-tuesday-29-april-2003,29-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 29 April 2003  ",2,180,Hon CHRIS CARTER,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030429/volume-608-week-22-tuesday-29-april-2003,29-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 29 April 2003  ",6,44,Hon Judith Tizard,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030429/volume-608-week-22-tuesday-29-april-2003,29-Apr-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 29 April 2003  ",17,172,Hon Richard Prebble,100.0,Name one!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030430/volume-608-week-22-wednesday-30-april-2003,30-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 30 April 2003  ",15,4,Government Members,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030430/volume-608-week-22-wednesday-30-april-2003,30-Apr-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 30 April 2003  ",25,25,PITA PARAONE (NZ First),100.0,"Ā, tēnā koe e te Heamana. Ā, ngā mihi ki a tātou katoa. He mihi hoki ki te tuahine, mai i Tainui mō ōna whakaaro ki te whakahē i te pire nei. Kei te tatari mai i a au i ōna tungāne tokowhā i tautoko mai i tēnei pire. E aha ana te tino pūtake, i tautokongia rātou te āhuatanga o te pire nei nā te mea, kei te whakapae te nuinga o te iwi Māori. Ā, nā te mea kei te whakapae te nuinga o te iwi Māori, kei hea ngā mema Māori o te Kāwanatanga nei i runga tēnei kaupapa? E aha ana te take kei te noho wahangungu i a rātou? Tēnā pea, e tika ana te kōrero o tōku rangatira, a Winitana. He toa rātou i runga i te marae, he rēme i roto i te Whare nei."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",6,31,Hon CHRIS CARTER,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",6,36,Hon CHRIS CARTER,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",6,104,Mr SPEAKER,80.0,The one relating to me.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",6,112,Hon Dr MICHAEL CULLEN (Minister of Finance),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",6,206,Hon PAREKURA HOROMIA,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,10,Hon GEORGINA TE HEUHEU (NZ National),95.83333333333334,"Tēnā tātou katoa. Ngā mihi ki a koutou ki te maunga o Taranaki, mai Tongariro, te whare o te Heuheu, tēnā koutou. E mihi nui ki a koutou i tēnei rangi, he rangi nui tēnei. Nō reira, ki a tātou katoa, tēnā tātou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,22,Hon TARIANA TURIA (Associate Minister of Māori Affairs (Social Development)),95.83333333333334,"Ngāti Ruanui e noho nei ki te whakamana i te kaupapa o tēnei rā, tēnā koutou. Ka nui te tangi ki a koutou e whawhai tonu ana mō ēnei take, tēnā koutou."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,40,BILL GUDGEON (NZ First),100.0,"Nō reira, e hoa ma ngā iwi Pākehā kei waenganui i a tātou i tēnei rā ko koutou ngā whanaunga, tēnā koutou, tēnā koutou, kia ora tātou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,55,METIRIA TUREI (Green),89.47368421052632,"Tēnā koutou katoa. He mihi nui ki a koe, e te rangatira Pat Heremaia. He mihi aroha nui ki a Tangahoe, Pakakohe, me Ngāti Ruanui."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,78,MAHARA OKEROA (NZ Labour—Te Tai Tonga),97.22222222222221,"Nā, ka tū ki te mihi anō ki a koutou Aotea waka, Ngāti Ruanui me ngā hapu. Tēnā koutou e haramai nei kei roto i te Whare, ki te rongo atu i ngā kōrero maroke māi i taua tangata, e whaka hōhā mai ki a tātou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,98,MITA RIRINUI,100.0,"Kia ora! Otirā, tēnā koutou, Aotea waka, Taranaki tangata, te maunga tītōhea, ngā kārangaranga hapū kei waenganui i a koutou, tēnā koutou nau mai, hara mai. Nā koutou tonu tēnei rā. Ahakoa te iti, te rahi o ngā kōrero, kua hurihuri haere i roto i tēnei Whare, nā koutou tonu te kaupapa. E tautoko ana i ngā mihi o tēnei a tā koutou mokopuna. Nāna e kī, nāna i whakamārama i ngā taimahatanga, i whāwhāhia ai e koutou, mai i ngā rā ki muri, ā, tae noa ki tēnei wā. Otirā, o ngā kōrero maroke o ngā tangata kāre e matatau ana ki a koutou hōhonutanga, tō koutou mamae, me kī rā, he kōrero whakaparanga noa iho tērā. He whakaparanga noa iho nā te mea, ko koutou tonu ngā mea e mārama ana ki a koutou mamae, ā, taimahatanga katoa, e ngā maemaetanga i ūhiatia ai e te Karauna i runga i a koutou mātua, tūpuna i te wā i te pakanga ki roto i a Taranaki. Nō reira, me kī pēnei rā te kōrero, rirerire pai mārire."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,99,MITA RIRINUI,100.0,"Nā, ehara tēnei i te whakarōroa i te wā e noho ana koutou i roto i tēnei Whare. Kāhore! Kua tutuki ai i ngā kōrero i tā koutou tangata, te maunga i tītōhea kei tōku taha nei, a Mahara. Nāna i kōrero ā-papa ngākau ki a koutou, āna mōhiotanga, i ngā ritenga katoa e pā ana ki a koutou. Kua tū tēnei ki te whakatau atu, ki te whakaoti atu i tēnei wāhanga a tō koutou hīkoi i runga i tēnei huarahi tino roa rawa atu. Nō reira tēnā koutou, tēnā koutou, tēnā koutou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,104,MITA RIRINUI,56.41025641025641,"The people of Taranaki should confront the challenges as they come and have no fear, because they have a great legacy. I remember the words of Titokowaru; nāna i kī ai: “Ahakoa he maunga tītōhea, ka rere ngā manu ki reira unu ai, e kore, e kore, e mimiti.”"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,107,MITA RIRINUI,100.0,"Ki a koutou katoa, koi nei, kua oti katoa rā ngā āhuatanga e pā ana ki tēnei wāhanga o tō koutou pire. Hoki tonu atu ki ō koutou kāinga, ki ngā tini āhuatanga kei waenganui i ngā karanga hapū o Taranaki, ki te mahi i ngā mahi kai mua kai a koutou. Nō reira, me kī anō rā, ngā manaakitanga o Te Runga Rawa ki a koutou. Nō reira tēnā koutou, tēnā koutou, kia ora tātou. E tau ana."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,111,Hon PAREKURA HOROMIA (Minister of Māori Affairs),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",7,114,Hon PAREKURA HOROMIA (Minister of Māori Affairs),100.0,Waiata
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",9,1,Hon PAREKURA HOROMIA (Minister of Māori Affairs),84.375,"I move,That the Māori Television Service (Te Aratuku Whakaata Irirangi Māori) Bill be now read a third time.
 E te rangatira whakahaere kōrero, tēnā koe. E aku hoa mema o te Kāwanatanga, me ngā mema o Tērā Tāha, tēnā tātou katoa. I a koutou, Winitana, e mihi ake anō i a koutou. He kaupapa whakahirahira rawa atu tēnei mō ngā iwi Māori katoa o Aotearoa, mō te reo Māori, mō ngā tikanga. Nā reira, he mea nui tonu tēnei ki te whakatakoto i Te Pire Aratuku Whakaata Irirangi Māori kī tēnei Whare mō te pānuitanga tuatoru. Tēnā tātou katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030501/volume-608-week-22-thursday-1-may-2003,01-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 1 May 2003  ",9,72,Hon Richard Prebble,66.66666666666666,There are calls.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",5,17,NANAIA MAHUTA (NZ Labour—Tainui),50.79365079365079,"Tēnei ka tū au ki te kōrero mō tēnei pire e kīa nei ko te Aratuku Whakaata Irirangi Māori. Ahakoa te poto o tēnei kōrero, māku te wā e whakamāramatia te take ka tautoko ana mātou i tēnei pire.
 I rise to speak to the third reading of the Māori Television Service Bill. Although my contribution will be short, it is really to outline some of the reasons that members on this side of the House, who are part of the Government, support the bill."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",5,18,NANAIA MAHUTA (NZ Labour—Tainui),52.87356321839081,"Nō reira, ka huri au ki te take i tukuna mai tēnei pire kei waenga nui i a tātou. Mēnā ka huri ki ngā kōrero whakataki i te tīmatanga o te pire nei, me titiro tātou ki ngā e rua o ngā wāhanga. Ko te wāhanga tuatahi, e kīa nei kia kaha ake te ūtanga o te Karauna ki te tiaki i te reo Māori. Ka whakaae te Karauna ki ēnei whakatau.
 If we look to two paragraphs in the preamble to this bill, we will have an appreciation of the context within which the bill sets out to establish the Māori Television Service. In the clause that I cited, I referred to the findings of the tribunal, which found that the Crown is obliged by the treaty to take active steps to protect the Māori language. The Crown accepted those findings."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",5,19,NANAIA MAHUTA (NZ Labour—Tainui),59.154929577464785,"Nō reira, me huri atu ki te wāhanga tuarua. Ka whakaae te Karauna, he here mutunga kore tā ngā mātāpono o te Tiriti o Waitangi ki te pīkau, kia pūmau tonu te manaaki i te reo Māori mā te whakamahia o ngā mahi pāpāho reo irirangi, whakaata irirangi anō hoki.
 In paragraph (2) of the preamble to the bill, we read that “the Crown accepted that the principles of the Treaty of Waitangi impose a continuing obligation to take such steps as are reasonable to assist in the preservation of te reo Māori by the use of both radio and television broadcasting:”."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",5,21,NANAIA MAHUTA (NZ Labour—Tainui),54.807692307692314,"Ki ahau nei, ahakoa te poto o tōku nei kōrero mō te pire nei, ko tāku nei, ko te wawata mō ngā whakatipuranga hei whakarongo ki tō tātau nei reo, ahakoa torutoru noa iho i te tīmatanga, a te wā ka whakawhānui atu ki tētehi atu, ki te motu whānui kia mōhiotia e rātau te ātaahua o tō tātau nei reo engari, kia mōhio rātau kei te ora tonu, kei te ora tonu mō ake tonu atu. Tēnā koutou. Although mine is just a short contribution, and a bilingual one, it is important that this bill go ahead. At the outset only a small number of people will be exposed to programmes in te reo Māori via this bill, but it is our aspiration that that exposure extend out in time. It can only be good to hear that ours is a living, flourishing language that will live on in all our communities for ever.
 Nō reira, tēnā koutou, tēnā koutou, kia ora mai tātau katoa."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,205,PITA PARAONE,83.47826086956522,"Madam Chair, I beg your indulgence of my addressing the old people of our Māori community, to let them know the effects of this bill. Nā reira koutou ngā kaumātua, ngā kuikuia e noho tonu ki te wā kāinga, anei te kaupapa o tēnei Kāwanatanga i whakatakoto mai i mua i a tātau i roto i tēnei Whare. Kite koe i ngā inu i inuhia i a koutou ki te whakamahana tā koutou tinana? E hiahia ana tēnei Kāwanatanga kia whakanui te utunga mō ērā o ngā inu. Nā reira, koutou mā, aroha mai ki tēnei tā koutou tamaiti, mokopuna e kōrerohia i tēnei wā nā te mea, kei hea ngā mema Māori, ngā mema nā koutou i whakatohungia he kaīkōrero mā koutou? Ka nui taku aroha i a koutou. Moumou tā koutou tāima ki te tautoko i a rātou. Nā reira, tēnā pea mā te wā ka kite mai i a koutou, ko wai ngā Rōpū e tika ana hei kaikōrero mā koutou. Whakaarongia koutou ki a koutou rangatahi ki te āhuatanga o tēnei pire e hiahia ana te Kāwana kia whakamana, kia whakatau hoki. Mehemea e horekau i wātea ngā inu ki ngā rangatahi i āianei nā, kei te haere tonu i a rātou ki te mau, ki te kai hoki i ngā tarutaru o tēnei ao. Nā reira e tātou mā, koinā noa ngā kōrero mō tēnei wā, engari ka hoki mai i a au i roto i wā tātou reo e rua."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,208,PITA PARAONE,100.0,"Ahakoa, taihoa, pai atu tēnā tangata ki te kōrero mai i tēnā tū āhua. Engari nā rātau, i tata ake nei, i whakatau tētahi pire ki te whakanui, ki te whakamōhio tātou te iwi whanui te reo Māori. Engari i tenei wā, whakarongo mai i a ia, he kohete mai ki a au, i runga ake i taku tūnga, ki te whakakoretake i wā tātau reo rangatira. Tika atu te āhua i a rātau i tētahi wā, nā rātau i whakamana tā tātau nā reo, engari i tēnei wā, i roto i te kōrero o tēnei kaupapa, nā rātau i whakakoretake tēnei kōrero."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,237,Opposition Members,100.0,"Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,293,Helen Duncan,100.0,No!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,296,Helen Duncan,100.0,No!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,402,John Carter,100.0,: No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,571,The CHAIRPERSON (H V Ross Robertson),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,598,Brian Connell,100.0,Tui?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,731,JUDY TURNER,100.0,: Where?
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,1008,Government Members,66.66666666666666,"Ha, ha! [Interruption]"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030506/volume-608-week-23-tuesday-6-may-2003,06-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 6 May 2003  ",8,1045,Jill Pettis,66.66666666666666,"Ha, ha! [Interruption]"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030507/volume-608-week-23-wednesday-7-may-2003,07-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 7 May 2003  ",4,12,Hon PAUL SWAIN,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030507/volume-608-week-23-wednesday-7-may-2003,07-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 7 May 2003  ",4,146,Hon JOHN TAMIHERE,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030507/volume-608-week-23-wednesday-7-may-2003,07-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 7 May 2003  ",19,50,Hon Ken Shirley,100.0,"No, 2002."
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030507/volume-608-week-23-wednesday-7-may-2003,07-May-2003  ,"Parliamentary Debates (Hansard) for Wednesday, 7 May 2003  ",19,377,Hon Tony Ryall,66.66666666666666,You’re joking!
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030508/volume-608-week-23-thursday-8-may-2003,08-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 8 May 2003  ",5,2,Hon LIANNE DALZIEL (Associate Minister of Justice),100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030508/volume-608-week-23-thursday-8-may-2003,08-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 8 May 2003  ",5,138,Hon TREVOR MALLARD,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030508/volume-608-week-23-thursday-8-may-2003,08-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 8 May 2003  ",6,21,Opposition Members,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030508/volume-608-week-23-thursday-8-may-2003,08-May-2003  ,"Parliamentary Debates (Hansard) for Thursday, 8 May 2003  ",6,34,Hon Dr Nick Smith,100.0,No.
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",2,154,Rt Hon Winston Peters,100.0,": Ha, ha!"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/47HansD_20030513/volume-608-week-24-tuesday-13-may-2003,13-May-2003  ,"Parliamentary Debates (Hansard) for Tuesday, 13 May 2003  ",6,37,BILL GUDGEON (NZ First),55.00000000000001,"Te mea tuatahi māku me mihi atu ki ngā manuhiri, Ngāti Tama tēnā koutou i tae mai nei i tēnei pō ki te whakarongo i ngā kōrero, e whakawhitiwhiti ana i roto i tēnei Whare. Nō reira nau mai, haere mai, haere mai.
 I welcome the people of Ngāti Tama who have come to listen to this bill being discussed in the House tonight. We hope that they will go away with positive thoughts about what is being discussed this evening."
